date,high,low,close,volume
2026-06-08,3903.774,3776.927,3811.785,22833641435
2026-06-09,3962.898,3823.76,3961.749,20975558495
2026-06-10,3928.36,3818.312,3854.793,20394708661
2026-06-11,3910.278,3755.613,3811.246,19846534095
2026-06-12,3921.535,3822.422,3830.353,23024609971
2026-06-15,4033.535,3844.08,4033.535,22126900284
2026-06-16,4142.433,4053.878,4102.942,22590511467
2026-06-17,4168.165,4058.614,4167.048,22186156810
2026-06-18,4272.008,4153.621,4252.39,22655993767
2026-06-22,4359.392,4229.315,4359.392,27234600246
2026-06-23,4350.063,4159.476,4192.194,24585896693
2026-06-24,4257.25,4161.581,4251.424,23249470821
2026-06-25,4380.413,4242.863,4371.989,24652288136
2026-06-26,4328.7,4175.377,4194.209,24093147333
2026-06-29,4265.463,4103.633,4216.699,24357140946
2026-06-30,4353.105,4205.742,4342.712,22318593200
2026-07-01,4361.825,4222.223,4260.721,26490099989
2026-07-02,4168.873,3999.567,4017.273,24955456817
2026-07-03,4115.628,3985.363,4019.934,22845319540
2026-07-06,4063.631,3903.478,3948.86,21657677145
2026-07-07,3976.114,3859.426,3911.907,18580698368
2026-07-08,3965.388,3824.33,3845.351,19257204922
2026-07-09,4025.316,3812.655,4018.174,20837813552
2026-07-10,4060.533,3842.347,3842.731,24825417598
2026-07-13,3855.753,3691.232,3723.517,21989517615
2026-07-14,3855.035,3673.958,3851.137,19614651747
2026-07-15,3905.312,3794.344,3804.704,19725276324
2026-07-16,3796.346,3658.068,3692.457,19845656291
2026-07-17,3642.057,3387.26,3428.63,23022124305
2026-07-20,3550.594,3338.213,3443.102,23717409929
2026-07-21,3687.147,3373.04,3685.969,25892240565
2026-07-22,3694.9,3553.367,3566.732,20583391854
