B,R,tol,Rb,recall,false,relax,n_confirm_days
0.775,0.15,0.015,0.11,3,1,2.7,130
0.775,0.15,0.02,0.16,3,1,2.7,137
0.675,0.2,0.0125,0.12,3,1,2.6996,116
0.85,0.2,0.0125,0.02,3,1,2.6996,140
0.85,0.2,0.0175,0.07,3,1,2.6996,163
0.75,0.25,0.015,0.08,3,1,2.6992,143
0.75,0.25,0.02,0.13,3,1,2.6992,148
0.75,0.475,0.02,0.03,3,1,2.6992,198
0.925,0.25,0.02,0.03,3,1,2.6992,199
0.65,0.3,0.0125,0.09,3,1,2.6988,116
0.65,0.3,0.0175,0.14,3,1,2.6988,125
0.65,0.525,0.0175,0.04,3,1,2.6988,175
0.825,0.3,0.0175,0.04,3,1,2.6988,180
0.725,0.35,0.015,0.05,3,1,2.6984,155
0.725,0.35,0.02,0.1,3,1,2.6984,161
0.725,0.575,0.02,0.0,3,1,2.6984,222
0.9,0.35,0.02,0.0,3,1,2.6984,224
0.8,0.175,0.0125,0.06,3,1,2.698,130
0.8,0.175,0.0175,0.11,3,1,2.698,140
0.8,0.4,0.0175,0.01,3,1,2.698,197
0.7,0.225,0.015,0.12,3,1,2.6976,123
0.7,0.225,0.02,0.17,3,1,2.6976,130
0.875,0.225,0.015,0.02,3,1,2.6976,162
0.875,0.225,0.02,0.07,3,1,2.6976,180
0.6,0.275,0.0125,0.13,3,1,2.6972,100
0.775,0.275,0.0125,0.03,3,1,2.6972,138
0.775,0.275,0.0175,0.08,3,1,2.6972,159
0.675,0.325,0.015,0.09,3,1,2.6968,132
0.675,0.325,0.02,0.14,3,1,2.6968,139
0.675,0.55,0.02,0.04,3,1,2.6968,193
0.85,0.325,0.02,0.04,3,1,2.6968,196
0.75,0.15,0.0125,0.1,3,1,2.6964,125
0.75,0.15,0.0175,0.15,3,1,2.6964,133
0.75,0.375,0.0175,0.05,3,1,2.6964,177
0.925,0.15,0.0175,0.05,3,1,2.6964,174
0.825,0.2,0.015,0.06,3,1,2.696,149
0.825,0.2,0.02,0.11,3,1,2.696,151
0.825,0.425,0.02,0.01,3,1,2.696,213
0.725,0.25,0.0125,0.07,3,1,2.6956,131
0.725,0.25,0.0175,0.12,3,1,2.6956,139
0.725,0.475,0.0175,0.02,3,1,2.6956,186
0.9,0.25,0.0175,0.02,3,1,2.6956,187
0.625,0.3,0.015,0.13,3,1,2.6952,112
0.625,0.3,0.02,0.18,3,1,2.6952,118
0.8,0.3,0.015,0.03,3,1,2.6952,160
0.8,0.3,0.02,0.08,3,1,2.6952,175
0.7,0.35,0.0125,0.04,3,1,2.6948,136
0.7,0.35,0.0175,0.09,3,1,2.6948,150
0.775,0.175,0.015,0.1,3,1,2.6944,135
0.775,0.175,0.02,0.15,3,1,2.6944,140
0.775,0.4,0.02,0.05,3,1,2.6944,193
0.95,0.175,0.02,0.05,3,1,2.6944,191
0.675,0.225,0.0125,0.11,3,1,2.694,118
0.85,0.225,0.0125,0.01,3,1,2.694,148
0.85,0.225,0.0175,0.06,3,1,2.694,170
0.75,0.275,0.015,0.07,3,1,2.6937,148
0.75,0.275,0.02,0.12,3,1,2.6937,148
0.75,0.5,0.02,0.02,3,1,2.6937,203
0.925,0.275,0.02,0.02,3,1,2.6937,205
0.65,0.55,0.0175,0.03,3,1,2.6933,179
0.825,0.325,0.0175,0.03,3,1,2.6933,184
0.725,0.15,0.015,0.14,3,1,2.6929,124
0.725,0.15,0.02,0.19,3,1,2.6929,128
0.9,0.15,0.015,0.04,3,1,2.6929,154
0.9,0.15,0.02,0.09,3,1,2.6929,161
0.625,0.2,0.0125,0.15,3,1,2.6925,106
0.8,0.2,0.0125,0.05,3,1,2.6925,134
0.8,0.2,0.0175,0.1,3,1,2.6925,147
0.8,0.425,0.0175,0.0,3,1,2.6925,205
0.7,0.25,0.015,0.11,3,1,2.6921,129
0.7,0.25,0.02,0.16,3,1,2.6921,136
0.875,0.25,0.015,0.01,3,1,2.6921,170
0.875,0.25,0.02,0.06,3,1,2.6921,187
0.6,0.3,0.0125,0.12,3,1,2.6917,101
0.775,0.3,0.0125,0.02,3,1,2.6917,143
0.775,0.3,0.0175,0.07,3,1,2.6917,168
0.675,0.35,0.015,0.08,3,1,2.6913,138
0.675,0.35,0.02,0.13,3,1,2.6913,141
0.675,0.575,0.02,0.03,3,1,2.6913,197
0.85,0.35,0.02,0.03,3,1,2.6913,200
0.75,0.175,0.0125,0.09,3,1,2.6909,126
0.75,0.175,0.0175,0.14,3,1,2.6909,136
0.75,0.4,0.0175,0.04,3,1,2.6909,180
0.925,0.175,0.0175,0.04,3,1,2.6909,177
0.65,0.225,0.015,0.15,3,1,2.6905,113
0.65,0.225,0.02,0.2,3,1,2.6905,119
0.825,0.225,0.015,0.05,3,1,2.6905,153
0.825,0.225,0.02,0.1,3,1,2.6905,158
0.825,0.45,0.02,0.0,3,1,2.6905,224
0.725,0.275,0.0125,0.06,3,1,2.6901,132
0.725,0.275,0.0175,0.11,3,1,2.6901,142
0.725,0.5,0.0175,0.01,3,1,2.6901,193
0.9,0.275,0.0175,0.01,3,1,2.6901,195
0.625,0.325,0.02,0.17,3,1,2.6897,121
0.8,0.325,0.015,0.02,3,1,2.6897,165
0.8,0.325,0.02,0.07,3,1,2.6897,184
0.7,0.15,0.0125,0.13,3,1,2.6893,117
0.875,0.15,0.0125,0.03,3,1,2.6893,135
0.875,0.15,0.0175,0.08,3,1,2.6893,154
0.775,0.2,0.015,0.09,3,1,2.6889,137
0.775,0.2,0.02,0.14,3,1,2.6889,144
0.775,0.425,0.02,0.04,3,1,2.6889,195
0.95,0.2,0.02,0.04,3,1,2.6889,195
0.675,0.25,0.0125,0.1,3,1,2.6885,119
0.675,0.25,0.0175,0.15,3,1,2.6885,126
0.675,0.475,0.0175,0.05,3,1,2.6885,172
0.85,0.25,0.0125,0.0,3,1,2.6885,156
0.85,0.25,0.0175,0.05,3,1,2.6885,174
0.75,0.3,0.015,0.06,3,1,2.6881,153
0.75,0.3,0.02,0.11,3,1,2.6881,156
0.75,0.525,0.02,0.01,3,1,2.6881,211
0.925,0.3,0.02,0.01,3,1,2.6881,213
0.65,0.575,0.0175,0.02,3,1,2.6877,185
0.825,0.35,0.0175,0.02,3,1,2.6877,190
0.725,0.175,0.015,0.13,3,1,2.6873,125
0.725,0.175,0.02,0.18,3,1,2.6873,131
0.9,0.175,0.015,0.03,3,1,2.6873,157
0.9,0.175,0.02,0.08,3,1,2.6873,171
0.625,0.225,0.0125,0.14,3,1,2.6869,104
0.8,0.225,0.0125,0.04,3,1,2.6869,135
0.8,0.225,0.0175,0.09,3,1,2.6869,149
0.7,0.275,0.015,0.1,3,1,2.6865,131
0.7,0.275,0.02,0.15,3,1,2.6865,136
0.7,0.5,0.02,0.05,3,1,2.6865,189
0.875,0.275,0.015,0.0,3,1,2.6865,180
0.875,0.275,0.02,0.05,3,1,2.6865,191
0.775,0.325,0.0125,0.01,3,1,2.6861,151
0.775,0.325,0.0175,0.06,3,1,2.6861,173
0.675,0.6,0.02,0.02,3,1,2.6857,203
0.85,0.15,0.015,0.07,3,1,2.6857,142
0.85,0.15,0.02,0.12,3,1,2.6857,142
0.85,0.375,0.02,0.02,3,1,2.6857,206
0.75,0.2,0.0125,0.08,3,1,2.6853,131
0.75,0.2,0.0175,0.13,3,1,2.6853,139
0.75,0.425,0.0175,0.03,3,1,2.6853,181
0.925,0.2,0.0175,0.03,3,1,2.6853,181
0.65,0.25,0.015,0.14,3,1,2.6849,115
0.65,0.25,0.02,0.19,3,1,2.6849,119
0.825,0.25,0.015,0.04,3,1,2.6849,156
0.825,0.25,0.02,0.09,3,1,2.6849,163
0.725,0.3,0.0125,0.05,3,1,2.6845,135
0.725,0.3,0.0175,0.1,3,1,2.6845,149
0.725,0.525,0.0175,0.0,3,1,2.6845,203
0.9,0.3,0.0175,0.0,3,1,2.6845,205
0.625,0.35,0.02,0.16,3,1,2.6841,127
0.8,0.35,0.015,0.01,3,1,2.6841,173
0.8,0.35,0.02,0.06,3,1,2.6841,190
0.7,0.175,0.0125,0.12,3,1,2.6837,117
0.875,0.175,0.0125,0.02,3,1,2.6837,139
0.875,0.175,0.0175,0.07,3,1,2.6837,162
0.775,0.225,0.015,0.08,3,1,2.6833,140
0.775,0.225,0.02,0.13,3,1,2.6833,143
0.775,0.45,0.02,0.03,3,1,2.6833,199
0.95,0.225,0.02,0.03,3,1,2.6833,199
0.675,0.275,0.0125,0.09,3,1,2.6829,118
0.675,0.275,0.0175,0.14,3,1,2.6829,126
0.675,0.5,0.0175,0.04,3,1,2.6829,175
0.85,0.275,0.0175,0.04,3,1,2.6829,178
0.75,0.325,0.015,0.05,3,1,2.6825,155
0.75,0.325,0.02,0.1,3,1,2.6825,162
0.75,0.55,0.02,0.0,3,1,2.6825,222
0.925,0.325,0.02,0.0,3,1,2.6825,224
0.65,0.6,0.0175,0.01,3,1,2.6821,193
0.825,0.15,0.0125,0.06,3,1,2.6821,128
0.825,0.375,0.0175,0.01,3,1,2.6821,198
0.725,0.2,0.015,0.12,3,1,2.6817,127
0.725,0.2,0.02,0.17,3,1,2.6817,134
0.9,0.2,0.015,0.02,3,1,2.6817,162
0.9,0.2,0.02,0.07,3,1,2.6817,180
0.625,0.25,0.0125,0.13,3,1,2.6813,105
0.8,0.25,0.0125,0.03,3,1,2.6813,138
0.8,0.25,0.0175,0.08,3,1,2.6813,158
0.7,0.3,0.015,0.09,3,1,2.681,133
0.7,0.3,0.02,0.14,3,1,2.681,140
0.7,0.525,0.02,0.04,3,1,2.681,193
0.875,0.3,0.02,0.04,3,1,2.681,195
0.6,0.575,0.0175,0.05,3,1,2.6806,171
0.775,0.35,0.0125,0.0,3,1,2.6806,158
0.775,0.35,0.0175,0.05,3,1,2.6806,176
0.85,0.175,0.015,0.06,3,1,2.6802,147
0.85,0.175,0.02,0.11,3,1,2.6802,149
0.85,0.4,0.02,0.01,3,1,2.6802,213
0.75,0.225,0.0125,0.07,3,1,2.6798,131
0.75,0.225,0.0175,0.12,3,1,2.6798,139
0.75,0.45,0.0175,0.02,3,1,2.6798,187
0.925,0.225,0.0175,0.02,3,1,2.6798,187
0.65,0.275,0.015,0.13,3,1,2.6794,114
0.65,0.275,0.02,0.18,3,1,2.6794,119
0.825,0.275,0.015,0.03,3,1,2.6794,160
0.825,0.275,0.02,0.08,3,1,2.6794,174
0.725,0.325,0.0125,0.04,3,1,2.679,137
0.725,0.325,0.0175,0.09,3,1,2.679,152
0.625,0.6,0.02,0.05,3,1,2.6786,189
0.8,0.15,0.015,0.1,3,1,2.6786,129
0.8,0.15,0.02,0.15,3,1,2.6786,134
0.8,0.375,0.02,0.05,3,1,2.6786,194
0.7,0.2,0.0125,0.11,3,1,2.6782,123
0.875,0.2,0.0125,0.01,3,1,2.6782,147
0.875,0.2,0.0175,0.06,3,1,2.6782,169
0.775,0.25,0.015,0.07,3,1,2.6778,148
0.775,0.25,0.02,0.12,3,1,2.6778,148
0.775,0.475,0.02,0.02,3,1,2.6778,204
0.95,0.25,0.02,0.02,3,1,2.6778,205
0.675,0.3,0.0125,0.08,3,1,2.6774,122
0.675,0.3,0.0175,0.13,3,1,2.6774,129
0.675,0.525,0.0175,0.03,3,1,2.6774,179
0.85,0.3,0.0175,0.03,3,1,2.6774,182
0.75,0.35,0.015,0.04,3,1,2.677,157
0.75,0.35,0.02,0.09,3,1,2.677,165
0.65,0.175,0.0125,0.15,3,1,2.6766,108
0.825,0.175,0.0125,0.05,3,1,2.6766,131
0.825,0.175,0.0175,0.1,3,1,2.6766,143
0.825,0.4,0.0175,0.0,3,1,2.6766,207
0.725,0.225,0.015,0.11,3,1,2.6762,130
0.725,0.225,0.02,0.16,3,1,2.6762,137
0.9,0.225,0.015,0.01,3,1,2.6762,170
0.9,0.225,0.02,0.06,3,1,2.6762,187
0.625,0.275,0.0125,0.12,3,1,2.6758,103
0.8,0.275,0.0125,0.02,3,1,2.6758,142
0.8,0.275,0.0175,0.07,3,1,2.6758,166
0.7,0.325,0.015,0.08,3,1,2.6754,140
0.7,0.325,0.02,0.13,3,1,2.6754,143
0.7,0.55,0.02,0.03,3,1,2.6754,197
0.875,0.325,0.02,0.03,3,1,2.6754,199
0.6,0.6,0.0175,0.04,3,1,2.675,175
0.775,0.15,0.0125,0.09,3,1,2.675,123
0.775,0.15,0.0175,0.14,3,1,2.675,132
0.775,0.375,0.0175,0.04,3,1,2.675,180
0.95,0.15,0.0175,0.04,3,1,2.675,177
0.675,0.2,0.015,0.15,3,1,2.6746,119
0.675,0.2,0.02,0.2,3,1,2.6746,125
0.85,0.2,0.015,0.05,3,1,2.6746,151
0.85,0.2,0.02,0.1,3,1,2.6746,156
0.85,0.425,0.02,0.0,3,1,2.6746,224
0.75,0.25,0.0125,0.06,3,1,2.6742,135
0.75,0.25,0.0175,0.11,3,1,2.6742,146
0.75,0.475,0.0175,0.01,3,1,2.6742,194
0.925,0.25,0.0175,0.01,3,1,2.6742,195
0.65,0.3,0.015,0.12,3,1,2.6738,115
0.65,0.3,0.02,0.17,3,1,2.6738,122
0.825,0.3,0.015,0.02,3,1,2.6738,165
0.825,0.3,0.02,0.07,3,1,2.6738,183
0.725,0.35,0.0125,0.03,3,1,2.6734,139
0.725,0.35,0.0175,0.08,3,1,2.6734,159
0.8,0.175,0.015,0.09,3,1,2.673,131
0.8,0.175,0.02,0.14,3,1,2.673,138
0.8,0.4,0.02,0.04,3,1,2.673,197
0.7,0.225,0.0125,0.1,3,1,2.6726,120
0.7,0.225,0.0175,0.15,3,1,2.6726,128
0.7,0.45,0.0175,0.05,3,1,2.6726,173
0.875,0.225,0.0125,0.0,3,1,2.6726,155
0.875,0.225,0.0175,0.05,3,1,2.6726,173
0.775,0.275,0.015,0.06,3,1,2.6722,151
0.775,0.275,0.02,0.11,3,1,2.6722,154
0.775,0.5,0.02,0.01,3,1,2.6722,211
0.95,0.275,0.02,0.01,3,1,2.6722,213
0.675,0.55,0.0175,0.02,3,1,2.6718,185
0.85,0.325,0.0175,0.02,3,1,2.6718,188
0.75,0.15,0.015,0.13,3,1,2.6714,125
0.75,0.15,0.02,0.18,3,1,2.6714,131
0.65,0.2,0.0125,0.14,3,1,2.671,110
0.825,0.2,0.0125,0.04,3,1,2.671,134
0.825,0.2,0.0175,0.09,3,1,2.671,147
0.725,0.25,0.015,0.1,3,1,2.6706,133
0.725,0.25,0.02,0.15,3,1,2.6706,140
0.725,0.475,0.02,0.05,3,1,2.6706,190
0.9,0.25,0.015,0.0,3,1,2.6706,180
0.9,0.25,0.02,0.05,3,1,2.6706,191
0.625,0.3,0.0125,0.11,3,1,2.6702,109
0.8,0.3,0.0125,0.01,3,1,2.6702,150
0.8,0.3,0.0175,0.06,3,1,2.6702,172
0.7,0.35,0.015,0.07,3,1,2.6698,146
0.7,0.35,0.02,0.12,3,1,2.6698,146
0.7,0.575,0.02,0.02,3,1,2.6698,203
0.875,0.35,0.02,0.02,3,1,2.6698,205
0.775,0.175,0.0125,0.08,3,1,2.6694,127
0.775,0.175,0.0175,0.13,3,1,2.6694,134
0.775,0.4,0.0175,0.03,3,1,2.6694,183
0.95,0.175,0.0175,0.03,3,1,2.6694,181
0.675,0.225,0.015,0.14,3,1,2.669,117
0.675,0.225,0.02,0.19,3,1,2.669,121
0.85,0.225,0.015,0.04,3,1,2.669,154
0.85,0.225,0.02,0.09,3,1,2.669,161
0.75,0.275,0.0125,0.05,3,1,2.6687,134
0.75,0.275,0.0175,0.1,3,1,2.6687,148
0.75,0.5,0.0175,0.0,3,1,2.6687,203
0.925,0.275,0.0175,0.0,3,1,2.6687,205
0.65,0.325,0.02,0.16,3,1,2.6683,129
0.825,0.325,0.015,0.01,3,1,2.6683,173
0.825,0.325,0.02,0.06,3,1,2.6683,190
0.725,0.15,0.0125,0.12,3,1,2.6679,117
0.9,0.15,0.0125,0.02,3,1,2.6679,140
0.9,0.15,0.0175,0.07,3,1,2.6679,163
0.8,0.2,0.015,0.08,3,1,2.6675,139
0.8,0.2,0.02,0.13,3,1,2.6675,142
0.8,0.425,0.02,0.03,3,1,2.6675,199
0.7,0.25,0.0125,0.09,3,1,2.6671,121
0.7,0.25,0.0175,0.14,3,1,2.6671,131
0.7,0.475,0.0175,0.04,3,1,2.6671,176
0.875,0.25,0.0175,0.04,3,1,2.6671,177
0.6,0.3,0.015,0.15,3,1,2.6667,105
0.6,0.3,0.02,0.2,3,1,2.6667,111
0.775,0.3,0.015,0.05,3,1,2.6667,155
0.775,0.3,0.02,0.1,3,1,2.6667,161
0.775,0.525,0.02,0.0,3,1,2.6667,222
0.95,0.3,0.02,0.0,3,1,2.6667,224
0.675,0.35,0.0125,0.06,3,1,2.6663,130
0.675,0.575,0.0175,0.01,3,1,2.6663,193
0.85,0.35,0.0175,0.01,3,1,2.6663,196
0.75,0.175,0.015,0.12,3,1,2.6659,126
0.75,0.175,0.02,0.17,3,1,2.6659,133
0.65,0.225,0.0125,0.13,3,1,2.6655,107
0.825,0.225,0.0125,0.03,3,1,2.6655,137
0.825,0.225,0.0175,0.08,3,1,2.6655,156
0.725,0.275,0.015,0.09,3,1,2.6651,133
0.725,0.275,0.02,0.14,3,1,2.6651,140
0.725,0.5,0.02,0.04,3,1,2.6651,193
0.9,0.275,0.02,0.04,3,1,2.6651,195
0.625,0.55,0.0175,0.05,3,1,2.6647,171
0.8,0.325,0.0125,0.0,3,1,2.6647,158
0.8,0.325,0.0175,0.05,3,1,2.6647,176
0.7,0.6,0.02,0.01,3,1,2.6643,211
0.875,0.15,0.015,0.06,3,1,2.6643,147
0.875,0.15,0.02,0.11,3,1,2.6643,149
0.875,0.375,0.02,0.01,3,1,2.6643,213
0.775,0.2,0.0125,0.07,3,1,2.6639,131
0.775,0.2,0.0175,0.12,3,1,2.6639,138
0.775,0.425,0.0175,0.02,3,1,2.6639,187
0.95,0.2,0.0175,0.02,3,1,2.6639,187
0.675,0.25,0.015,0.13,3,1,2.6635,119
0.675,0.25,0.02,0.18,3,1,2.6635,124
0.85,0.25,0.015,0.03,3,1,2.6635,158
0.85,0.25,0.02,0.08,3,1,2.6635,172
0.75,0.3,0.0125,0.04,3,1,2.6631,137
0.75,0.3,0.0175,0.09,3,1,2.6631,152
0.65,0.35,0.015,0.1,3,1,2.6627,127
0.65,0.35,0.02,0.15,3,1,2.6627,132
0.65,0.575,0.02,0.05,3,1,2.6627,189
0.825,0.35,0.015,0.0,3,1,2.6627,183
0.825,0.35,0.02,0.05,3,1,2.6627,194
0.725,0.175,0.0125,0.11,3,1,2.6623,122
0.9,0.175,0.0125,0.01,3,1,2.6623,147
0.9,0.175,0.0175,0.06,3,1,2.6623,169
0.8,0.225,0.015,0.07,3,1,2.6619,145
0.8,0.225,0.02,0.12,3,1,2.6619,145
0.8,0.45,0.02,0.02,3,1,2.6619,205
0.7,0.275,0.0125,0.08,3,1,2.6615,123
0.7,0.275,0.0175,0.13,3,1,2.6615,130
0.7,0.5,0.0175,0.03,3,1,2.6615,179
0.875,0.275,0.0175,0.03,3,1,2.6615,181
0.6,0.325,0.02,0.19,3,1,2.6611,112
0.775,0.325,0.015,0.04,3,1,2.6611,157
0.775,0.325,0.02,0.09,3,1,2.6611,165
0.675,0.15,0.0125,0.15,3,1,2.6607,112
0.675,0.6,0.0175,0.0,3,1,2.6607,203
0.85,0.15,0.0125,0.05,3,1,2.6607,130
0.85,0.15,0.0175,0.1,3,1,2.6607,142
0.85,0.375,0.0175,0.0,3,1,2.6607,206
0.75,0.2,0.015,0.11,3,1,2.6603,133
0.75,0.2,0.02,0.16,3,1,2.6603,140
0.65,0.25,0.0125,0.12,3,1,2.6599,108
0.825,0.25,0.0125,0.02,3,1,2.6599,142
0.825,0.25,0.0175,0.07,3,1,2.6599,165
0.725,0.3,0.015,0.08,3,1,2.6595,141
0.725,0.3,0.02,0.13,3,1,2.6595,144
0.725,0.525,0.02,0.03,3,1,2.6595,197
0.9,0.3,0.02,0.03,3,1,2.6595,199
0.625,0.575,0.0175,0.04,3,1,2.6591,175
0.8,0.35,0.0175,0.04,3,1,2.6591,180
0.7,0.175,0.015,0.15,3,1,2.6587,120
0.7,0.175,0.02,0.2,3,1,2.6587,126
0.875,0.175,0.015,0.05,3,1,2.6587,150
0.875,0.175,0.02,0.1,3,1,2.6587,155
0.875,0.4,0.02,0.0,3,1,2.6587,224
0.775,0.225,0.0125,0.06,3,1,2.6583,131
0.775,0.225,0.0175,0.11,3,1,2.6583,141
0.775,0.45,0.0175,0.01,3,1,2.6583,195
0.95,0.225,0.0175,0.01,3,1,2.6583,195
0.675,0.275,0.015,0.12,3,1,2.6579,117
0.675,0.275,0.02,0.17,3,1,2.6579,123
0.85,0.275,0.015,0.02,3,1,2.6579,163
0.85,0.275,0.02,0.07,3,1,2.6579,181
0.75,0.325,0.0125,0.03,3,1,2.6575,139
0.75,0.325,0.0175,0.08,3,1,2.6575,160
0.65,0.6,0.02,0.04,3,1,2.6571,193
0.825,0.15,0.015,0.09,3,1,2.6571,128
0.825,0.15,0.02,0.14,3,1,2.6571,135
0.825,0.375,0.02,0.04,3,1,2.6571,198
0.725,0.2,0.0125,0.1,3,1,2.6567,124
0.725,0.2,0.0175,0.15,3,1,2.6567,132
0.725,0.425,0.0175,0.05,3,1,2.6567,173
0.9,0.2,0.0125,0.0,3,1,2.6567,155
0.9,0.2,0.0175,0.05,3,1,2.6567,173
0.8,0.25,0.015,0.06,3,1,2.6563,150
0.8,0.25,0.02,0.11,3,1,2.6563,153
0.8,0.475,0.02,0.01,3,1,2.6563,212
0.7,0.3,0.0125,0.07,3,1,2.656,127
0.7,0.3,0.0175,0.12,3,1,2.656,134
0.7,0.525,0.0175,0.02,3,1,2.656,185
0.875,0.3,0.0175,0.02,3,1,2.656,187
0.6,0.35,0.02,0.18,3,1,2.6556,116
0.775,0.35,0.015,0.03,3,1,2.6556,160
0.775,0.35,0.02,0.08,3,1,2.6556,174
0.675,0.175,0.0125,0.14,3,1,2.6552,112
0.85,0.175,0.0125,0.04,3,1,2.6552,132
0.85,0.175,0.0175,0.09,3,1,2.6552,145
0.75,0.225,0.015,0.1,3,1,2.6548,133
0.75,0.225,0.02,0.15,3,1,2.6548,140
0.75,0.45,0.02,0.05,3,1,2.6548,191
0.925,0.225,0.02,0.05,3,1,2.6548,191
0.65,0.275,0.0125,0.11,3,1,2.6544,111
0.825,0.275,0.0125,0.01,3,1,2.6544,150
0.825,0.275,0.0175,0.06,3,1,2.6544,172
0.725,0.325,0.015,0.07,3,1,2.654,148
0.725,0.325,0.02,0.12,3,1,2.654,148
0.725,0.55,0.02,0.02,3,1,2.654,203
0.9,0.325,0.02,0.02,3,1,2.654,205
0.625,0.6,0.0175,0.03,3,1,2.6536,179
0.8,0.15,0.0125,0.08,3,1,2.6536,121
0.8,0.15,0.0175,0.13,3,1,2.6536,128
0.8,0.375,0.0175,0.03,3,1,2.6536,184
0.7,0.2,0.015,0.14,3,1,2.6532,122
0.7,0.2,0.02,0.19,3,1,2.6532,126
0.875,0.2,0.015,0.04,3,1,2.6532,153
0.875,0.2,0.02,0.09,3,1,2.6532,160
0.6,0.25,0.0125,0.15,3,1,2.6528,99
0.775,0.25,0.0125,0.05,3,1,2.6528,135
0.775,0.25,0.0175,0.1,3,1,2.6528,148
0.775,0.475,0.0175,0.0,3,1,2.6528,204
0.95,0.25,0.0175,0.0,3,1,2.6528,205
0.675,0.3,0.015,0.11,3,1,2.6524,123
0.675,0.3,0.02,0.16,3,1,2.6524,130
0.85,0.3,0.015,0.01,3,1,2.6524,171
0.85,0.3,0.02,0.06,3,1,2.6524,188
0.75,0.35,0.0125,0.02,3,1,2.652,143
0.75,0.35,0.0175,0.07,3,1,2.652,167
0.825,0.175,0.015,0.08,3,1,2.6516,135
0.825,0.175,0.02,0.13,3,1,2.6516,138
0.825,0.4,0.02,0.03,3,1,2.6516,201
0.725,0.225,0.0125,0.09,3,1,2.6512,122
0.725,0.225,0.0175,0.14,3,1,2.6512,132
0.725,0.45,0.0175,0.04,3,1,2.6512,177
0.9,0.225,0.0175,0.04,3,1,2.6512,177
0.625,0.275,0.015,0.15,3,1,2.6508,106
0.625,0.275,0.02,0.2,3,1,2.6508,112
0.8,0.275,0.015,0.05,3,1,2.6508,153
0.8,0.275,0.02,0.1,3,1,2.6508,159
0.8,0.5,0.02,0.0,3,1,2.6508,222
0.7,0.325,0.0125,0.06,3,1,2.6504,131
0.7,0.55,0.0175,0.01,3,1,2.6504,193
0.875,0.325,0.0175,0.01,3,1,2.6504,195
0.775,0.15,0.015,0.12,3,1,2.65,122
0.775,0.15,0.02,0.17,3,1,2.65,129
0.675,0.2,0.0125,0.13,3,1,2.6496,113
0.85,0.2,0.0125,0.03,3,1,2.6496,135
0.85,0.2,0.0175,0.08,3,1,2.6496,154
0.75,0.25,0.015,0.09,3,1,2.6492,135
0.75,0.25,0.02,0.14,3,1,2.6492,144
0.75,0.475,0.02,0.04,3,1,2.6492,194
0.925,0.25,0.02,0.04,3,1,2.6492,195
0.65,0.3,0.0125,0.1,3,1,2.6488,113
0.65,0.3,0.0175,0.15,3,1,2.6488,120
0.65,0.525,0.0175,0.05,3,1,2.6488,171
0.825,0.3,0.0125,0.0,3,1,2.6488,158
0.825,0.3,0.0175,0.05,3,1,2.6488,176
0.725,0.35,0.015,0.06,3,1,2.6484,152
0.725,0.35,0.02,0.11,3,1,2.6484,154
0.725,0.575,0.02,0.01,3,1,2.6484,211
0.9,0.35,0.02,0.01,3,1,2.6484,213
0.8,0.175,0.0125,0.07,3,1,2.648,125
0.8,0.175,0.0175,0.12,3,1,2.648,132
0.8,0.4,0.0175,0.02,3,1,2.648,189
0.7,0.225,0.015,0.13,3,1,2.6476,120
0.7,0.225,0.02,0.18,3,1,2.6476,126
0.875,0.225,0.015,0.03,3,1,2.6476,157
0.875,0.225,0.02,0.08,3,1,2.6476,171
0.6,0.275,0.0125,0.14,3,1,2.6472,98
0.775,0.275,0.0125,0.04,3,1,2.6472,136
0.775,0.275,0.0175,0.09,3,1,2.6472,150
0.675,0.325,0.015,0.1,3,1,2.6468,129
0.675,0.325,0.02,0.15,3,1,2.6468,134
0.675,0.55,0.02,0.05,3,1,2.6468,189
0.85,0.325,0.015,0.0,3,1,2.6468,181
0.85,0.325,0.02,0.05,3,1,2.6468,192
0.75,0.15,0.0125,0.11,3,1,2.6464,122
0.825,0.2,0.015,0.07,3,1,2.646,143
0.825,0.2,0.02,0.12,3,1,2.646,143
0.825,0.425,0.02,0.02,3,1,2.646,205
0.725,0.25,0.0125,0.08,3,1,2.6456,126
0.725,0.25,0.0175,0.13,3,1,2.6456,134
0.725,0.475,0.0175,0.03,3,1,2.6456,180
0.9,0.25,0.0175,0.03,3,1,2.6456,181
0.625,0.3,0.015,0.14,3,1,2.6452,108
0.625,0.3,0.02,0.19,3,1,2.6452,112
0.8,0.3,0.015,0.04,3,1,2.6452,156
0.8,0.3,0.02,0.09,3,1,2.6452,164
0.7,0.35,0.0125,0.05,3,1,2.6448,133
0.7,0.35,0.0175,0.1,3,1,2.6448,146
0.7,0.575,0.0175,0.0,3,1,2.6448,203
0.875,0.35,0.0175,0.0,3,1,2.6448,205
0.775,0.175,0.015,0.11,3,1,2.6444,128
0.775,0.175,0.02,0.16,3,1,2.6444,135
0.675,0.225,0.0125,0.12,3,1,2.644,110
0.85,0.225,0.0125,0.02,3,1,2.644,140
0.85,0.225,0.0175,0.07,3,1,2.644,163
0.75,0.275,0.015,0.08,3,1,2.6437,140
0.75,0.275,0.02,0.13,3,1,2.6437,143
0.75,0.5,0.02,0.03,3,1,2.6437,197
0.925,0.275,0.02,0.03,3,1,2.6437,199
0.65,0.55,0.0175,0.04,3,1,2.6433,175
